first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age,age_class
Gordon,Rewan,Male,42,1988-01-07,Chief Design Engineer,Financial Services,Mass Customer,False,No,5,91 Calypso Trail,2750,NSW,Australia,8,651,0.72,35,40.0
Israel,Brough,Male,29,1976-10-29,Associate Professor,Financial Services,Mass Customer,False,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,651,0.72,46,50.0
Leticia,Hovenden,Female,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,False,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.72,25,20.0
Caritta,Compston,Female,86,1958-04-25,Geological Engineer,Manufacturing,Mass Customer,False,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.72,64,60.0
Annabelle,Hanwell,Female,11,1951-11-28,Professor,Manufacturing,High Net Worth,False,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.72,71,70.0
Darryl,Hovee,Female,2,1944-04-28,Professor,Financial Services,Mass Customer,False,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,655,0.72,78,80.0
Orly,Nesbitt,Female,6,1985-03-25,Analyst Programmer,Manufacturing,High Net Worth,False,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,657,0.71,37,40.0
Margette,Gibard,Female,34,1942-07-06,Associate Professor,Manufacturing,Affluent Customer,False,Yes,9,37068 Montana Street,2011,NSW,Australia,7,658,0.71,80,80.0
Nicol,Bertot,Female,25,1977-09-11,Financial Advisor,Financial Services,Affluent Customer,False,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,658,0.71,45,40.0
Nobe,Trowsdale,Male,12,1968-07-12,Community Outreach Specialist,Financial Services,Mass Customer,False,No,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.71,54,50.0
Stephen,Tittershill,Male,73,1991-12-21,Nurse Practicioner,Financial Services,High Net Worth,False,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.71,31,30.0
Giselbert,Pickring,Male,94,1959-07-28,Tax Accountant,Manufacturing,Affluent Customer,False,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.71,63,60.0
Shane,Diss,Female,50,1980-10-29,Associate Professor,Financial Services,High Net Worth,False,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.71,42,40.0
Lisette,Davers,Female,59,1940-10-26,Developer III,Health,High Net Worth,False,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.71,82,80.0
Chicky,Sinclar,Unidentified,43,1941-07-21,Operator,IT,High Net Worth,False,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,662,0.71,81,80.0
Kippar,Whyatt,Male,13,1960-01-21,Associate Professor,Property,Mass Customer,False,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71,63,60.0
Xenia,Maleck,Female,41,1960-02-14,VP Product Management,Telecommunications,Mass Customer,False,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71,63,60.0
Essie,Withur,Female,42,1941-02-26,Director of Sales,Financial Services,High Net Worth,False,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.71,82,80.0
Cecil,Gant,Male,52,1976-07-16,Associate Professor,Financial Services,High Net Worth,False,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.71,46,50.0
Lillis,Eshmade,Female,50,1974-10-12,Structural Analysis Engineer,Financial Services,Mass Customer,False,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.71,48,50.0
Ted,Izacenko,Male,3,1959-08-01,Librarian,Entertainment,High Net Worth,False,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.71,63,60.0
Nixie,Shoesmith,Female,45,1956-12-04,Junior Executive,Retail,Affluent Customer,False,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.7,66,70.0
Briana,Trill,Female,5,1944-03-18,Health Coach III,Health,High Net Worth,False,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.7,78,80.0
Cobbie,Bruyett,Male,20,1956-03-19,Associate Professor,Financial Services,Mass Customer,False,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.7,66,70.0
Wrennie,Dwelly,Female,23,1940-03-11,Operator,Manufacturing,Mass Customer,False,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.7,83,80.0
Sibylla,Kibble,Female,73,1962-08-05,Pharmacist,Health,High Net Worth,False,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.7,60,60.0
Kariotta,Naper,Female,8,1952-04-07,VP Sales,Health,Mass Customer,False,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.7,70,70.0
Wylie,Huntingdon,Male,99,1966-08-11,VP Quality Control,Financial Services,Mass Customer,False,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.7,56,60.0
Lizbeth,Garvan,Female,36,1996-09-06,Structural Analysis Engineer,Health,Mass Customer,False,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.7,26,30.0
Averil,Ackery,Male,93,1970-09-09,Sales Representative,Retail,Mass Customer,False,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.7,52,50.0
Myrtie,Ostrich,Female,70,1996-06-18,VP Quality Control,Property,Affluent Customer,False,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.7,26,30.0
Ross,Vidgen,Male,17,1947-12-28,VP Sales,Retail,Affluent Customer,False,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7,75,80.0
Sibby,Skinner,Female,25,1981-05-05,Accountant IV,Manufacturing,Mass Customer,False,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7,41,40.0
Selle,Casper,Female,98,1978-03-27,Social Worker,Health,Mass Customer,False,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7,44,40.0
Andrew,Froment,Male,58,1977-07-19,Office Assistant IV,Retail,High Net Worth,False,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7,45,40.0
Maurizia,Ritmeyer,Female,95,1980-04-09,Teacher,Entertainment,Mass Customer,False,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7,42,40.0
Keenan,Moriarty,Male,67,1994-12-23,Actuary,Financial Services,Mass Customer,False,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7,28,30.0
Davide,Senten,Male,22,1941-02-23,Accounting Assistant II,Manufacturing,Mass Customer,False,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.7,82,80.0
Renie,Fiveash,Female,92,1992-10-10,Occupational Therapist,Health,High Net Worth,False,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.7,30,30.0
Willard,Booton,Male,69,1938-09-02,Associate Professor,Health,High Net Worth,False,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.7,84,80.0
Debby,Balmadier,Female,53,1992-06-24,Administrative Assistant II,Financial Services,Affluent Customer,False,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.69,30,30.0
Rockie,MacKibbon,Male,42,1978-04-20,Associate Professor,Financial Services,Mass Customer,False,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.69,44,40.0
Harvey,Dwelley,Male,70,1973-08-30,Help Desk Technician,Financial Services,Affluent Customer,False,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.69,49,50.0
Patrice,Pariss,Male,96,1954-06-15,VP Accounting,Financial Services,Mass Customer,False,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.69,68,70.0
Arman,Yakubov,Male,68,1977-10-07,VP Quality Control,Property,High Net Worth,False,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.69,45,40.0
Gardiner,Gypps,Male,91,1991-06-01,VP Product Management,Retail,Mass Customer,False,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.69,31,30.0
Cathleen,Le Teve,Female,75,1950-11-06,Recruiting Manager,Financial Services,High Net Worth,False,No,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.69,72,70.0
Thaddus,Joder,Male,31,1957-12-10,Associate Professor,Manufacturing,Mass Customer,False,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69,65,60.0
Josepha,Clamp,Female,12,1961-11-03,Marketing Manager,Financial Services,High Net Worth,False,No,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69,61,60.0
Jillane,Simion,Female,8,1974-07-03,VP Marketing,Manufacturing,High Net Worth,False,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.69,48,50.0
Lynnell,Shoesmith,Female,44,1981-01-29,Occupational Therapist,Health,High Net Worth,False,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.69,42,40.0
Mandie,MacAdie,Female,39,1974-12-25,Chief Design Engineer,Telecommunications,High Net Worth,False,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.69,48,50.0
Ferdinand,Billie,Male,97,1965-09-04,Chemical Engineer,Manufacturing,Mass Customer,False,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.69,57,60.0
Suzy,Bussens,Female,44,1973-04-29,Associate Professor,Financial Services,Mass Customer,False,No,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.69,49,50.0
Emeline,Vezey,Female,37,1953-08-07,Dental Hygienist,Health,Affluent Customer,False,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.69,69,70.0
Cissiee,Baylis,Female,99,1951-07-22,Cost Accountant,Financial Services,High Net Worth,False,No,16,18 Dottie Park,2230,NSW,Australia,11,700,0.69,71,70.0
Roldan,Raybould,Male,27,1975-11-18,Actuary,Financial Services,Mass Customer,False,No,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.69,47,50.0
Barth,Weare,Male,18,1946-08-22,Clinical Specialist,Health,Mass Customer,False,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68,76,80.0
Alta,Pithcock,Female,64,1999-11-18,GIS Technical Architect,Financial Services,Mass Customer,False,No,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68,23,20.0
Marc,Keunemann,Male,57,1972-09-04,Dental Hygienist,Health,Affluent Customer,False,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68,50,50.0
Bertine,Smalles,Female,85,1983-12-10,VP Quality Control,Financial Services,Mass Customer,False,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68,39,40.0
Wilbert,O'Loughnan,Male,14,1983-05-18,Paralegal,Financial Services,Mass Customer,False,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68,39,40.0
Seymour,Fellibrand,Male,28,1971-10-11,Structural Analysis Engineer,Financial Services,Affluent Customer,False,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,708,0.68,51,50.0
Miran,Runchman,Female,47,1975-07-09,Nurse,Retail,Mass Customer,False,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68,47,50.0
Dorotea,Fenwick,Female,74,1950-10-12,Nurse,Financial Services,High Net Worth,False,No,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.68,72,70.0
Jenny,Massy,Female,82,1963-10-16,Project Manager,Telecommunications,Mass Customer,False,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.68,59,60.0
Hyman,Petrolli,Male,8,1965-09-09,Senior Sales Associate,Financial Services,Affluent Customer,False,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,715,0.68,57,60.0
Beatrix,McGivena,Female,26,1966-10-18,Assistant Manager,Health,Mass Customer,False,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.68,56,60.0
Nalani,Hallad,Female,15,1999-11-30,Environmental Specialist,Health,Affluent Customer,False,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.68,23,20.0
Inglebert,Butland,Male,71,1966-01-30,Actuary,Financial Services,Mass Customer,False,Yes,7,51837 Canary Center,2114,NSW,Australia,9,719,0.68,57,60.0
Brendis,Pineaux,Male,12,1978-01-15,Mechanical Systems Engineer,Manufacturing,Mass Customer,False,No,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.68,45,40.0
Jaimie,Lancastle,Male,71,1972-10-23,VP Marketing,Financial Services,Mass Customer,False,Yes,5,0 Bay Drive,2750,NSW,Australia,8,722,0.67,50,50.0
Glendon,Malham,Male,36,1965-08-21,Web Designer I,Manufacturing,Mass Customer,False,No,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.67,57,60.0
Morganica,Bentke,Female,40,1977-01-03,Marketing Assistant,IT,Affluent Customer,False,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67,46,50.0
Calida,Schaben,Female,54,1969-03-06,Recruiting Manager,Financial Services,Mass Customer,False,Yes,10,1861 Chive Court,2199,NSW,Australia,9,725,0.67,54,50.0
Hallsy,Voysey,Male,83,1970-03-11,Business Systems Development Analyst,Financial Services,Mass Customer,False,No,16,9 Westerfield Point,3437,VIC,Australia,9,725,0.67,53,50.0
Lanny,Currall,Male,37,1997-10-23,Developer IV,Financial Services,High Net Worth,False,Yes,9,3 Redwing Center,2209,NSW,Australia,10,725,0.67,25,20.0
Son,Varney,Male,75,1993-11-02,Analog Circuit Design manager,Property,Mass Customer,False,Yes,10,189 Bayside Court,2480,NSW,Australia,7,725,0.67,29,30.0
Bartram,Caltun,Male,28,1956-09-15,Internal Auditor,Health,Affluent Customer,False,Yes,12,174 Farwell Point,2121,NSW,Australia,11,725,0.67,66,70.0
Halette,Borsi,Female,60,1961-12-10,Research Nurse,Health,Affluent Customer,False,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.67,61,60.0
Killie,Densie,Male,87,1997-03-28,Environmental Tech,IT,Mass Customer,False,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.66,25,20.0
Mandi,Adamsson,Female,40,1992-04-07,Programmer Analyst I,Manufacturing,Mass Customer,False,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,731,0.66,30,30.0
Kylila,Basezzi,Female,94,1945-06-11,Assistant Manager,Financial Services,Mass Customer,False,Yes,9,64 Armistice Point,4217,QLD,Australia,9,733,0.66,77,80.0
Yardley,Matten,Male,35,1991-03-06,Junior Executive,Financial Services,Mass Customer,False,No,15,74 Everett Court,4408,QLD,Australia,2,733,0.66,32,30.0
Shepperd,Leonards,Male,17,1981-04-14,Chemical Engineer,Manufacturing,Mass Customer,False,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.66,41,40.0
Hamel,Curzey,Male,11,1990-04-04,Structural Engineer,Financial Services,Mass Customer,False,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,733,0.66,32,30.0
Fancie,Woofendell,Female,68,1966-09-17,Research Nurse,Health,Mass Customer,False,Yes,6,8 Crowley Center,4212,QLD,Australia,7,733,0.66,56,60.0
Zebulen,Emtage,Male,52,1963-09-01,Senior Developer,Financial Services,High Net Worth,False,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,733,0.66,59,60.0
Micheil,Fleote,Male,48,1975-09-20,Civil Engineer,Manufacturing,High Net Worth,False,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66,47,50.0
Cecily,Faircley,Female,42,1947-06-12,Accountant IV,IT,Affluent Customer,False,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66,75,80.0
Glory,Chilcott,Female,49,1939-09-09,Associate Professor,Telecommunications,High Net Worth,False,No,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.66,83,80.0
Sinclair,Wark,Male,68,1974-02-21,Financial Analyst,Financial Services,Mass Customer,False,Yes,11,44 Thompson Center,2134,NSW,Australia,9,741,0.66,49,50.0
Tomaso,Horsley,Male,97,2001-04-16,Junior Executive,Financial Services,Mass Customer,False,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.66,21,20.0
Gilli,Christophers,Female,70,1948-03-02,Database Administrator IV,Property,Affluent Customer,False,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.66,75,80.0
Errick,Burgin,Male,87,1998-08-19,Professor,Entertainment,Mass Customer,False,No,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.66,24,20.0
Damian,Renard,Male,43,1976-07-19,Software Consultant,Retail,Affluent Customer,False,No,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.66,46,50.0
Agnola,Batterson,Female,86,1980-01-03,Physical Therapy Assistant,Financial Services,Mass Customer,False,No,7,216 Bultman Park,4305,QLD,Australia,3,747,0.65,43,40.0
Riki,Wandtke,Female,25,1962-05-12,Librarian,Entertainment,Mass Customer,False,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.65,60,60.0
Mikol,Eck,Male,99,1975-07-25,VP Marketing,Financial Services,Mass Customer,False,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65,47,50.0
Phyllis,Wibberley,Female,7,1971-01-10,Web Designer IV,Retail,Affluent Customer,False,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65,52,50.0
Burt,Vasechkin,Male,33,1950-04-15,Senior Sales Associate,Retail,Mass Customer,False,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.65,72,70.0
Adriana,Saundercock,Unidentified,20,1941-07-21,Nurse,IT,High Net Worth,False,Yes,14,82 Gina Junction,3806,VIC,Australia,7,751,0.65,81,80.0
Trudie,Phinnessy,Female,45,1960-07-04,Associate Professor,Financial Services,Mass Customer,False,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.65,62,60.0
Frederigo,Cribbott,Male,35,1965-03-15,Social Worker,Health,Mass Customer,False,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.65,57,60.0
Glenda,Eliet,Female,87,1974-06-17,Quality Control Specialist,Financial Services,Mass Customer,False,No,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64,48,50.0
Darb,,Male,80,1969-06-04,Food Chemist,Health,Affluent Customer,False,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64,53,50.0
Cal,Van den Velde,Male,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,False,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64,26,30.0
Stephani,Sidsaff,Female,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,False,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64,49,50.0
Meade,Bampton,Male,69,1982-04-25,Health Coach III,Health,High Net Worth,False,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64,40,40.0
Flore,Cashen,Female,79,1978-06-21,Associate Professor,Health,High Net Worth,False,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.64,44,40.0
Leighton,Firbanks,Male,51,1973-12-22,Teacher,Retail,Affluent Customer,False,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.64,49,50.0
Petr,Westman,Male,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,False,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.64,35,40.0
Yorgos,Dewhurst,Male,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,False,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.64,72,70.0
Simmonds,Bapty,Male,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,False,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.64,21,20.0
Hagen,MacCarter,Male,93,1983-02-08,Associate Professor,Entertainment,Affluent Customer,False,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.64,40,40.0
Cazzie,Stanwix,Male,37,1960-10-01,Research Assistant IV,Manufacturing,High Net Worth,False,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.64,62,60.0
Geoff,Gwillym,Male,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,False,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.64,24,20.0
Simonette,,Female,4,1990-04-06,VP Product Management,Manufacturing,Affluent Customer,False,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.64,32,30.0
Deirdre,Sturgeon,Female,11,1965-12-22,VP Sales,Retail,Mass Customer,False,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.64,57,60.0
Andrea,Pendle,Female,86,1938-08-05,Associate Professor,Financial Services,High Net Worth,False,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.64,84,80.0
Juliann,Siemantel,Female,86,1947-12-15,Librarian,Entertainment,Mass Customer,False,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.64,75,80.0
Janaye,Eade,Female,23,1984-12-13,Chief Design Engineer,Health,Affluent Customer,False,No,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.64,38,40.0
Dylan,Stranio,Male,47,1953-04-02,Project Manager,Manufacturing,High Net Worth,False,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63,69,70.0
Mel,Rochford,Female,11,1989-07-23,Assistant Professor,Retail,Mass Customer,False,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.63,33,30.0
Elvin,Trayhorn,Male,46,1993-06-02,VP Accounting,Financial Services,High Net Worth,False,No,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.63,29,30.0
Dmitri,Viant,Unidentified,62,1941-07-21,Paralegal,Financial Services,Affluent Customer,False,No,5,95960 Warner Parkway,3842,VIC,Australia,1,774,0.63,81,80.0
Sonni,Milligan,Female,73,1988-03-05,Budget/Accounting Analyst III,Retail,Mass Customer,False,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.63,35,40.0
Kellina,Haygreen,Female,38,1966-01-19,Librarian,Entertainment,Affluent Customer,False,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.62,57,60.0
Yuma,Dennick,Male,40,1972-11-10,Associate Professor,Manufacturing,Mass Customer,False,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.62,50,50.0
Ashleigh,,Female,46,1996-04-05,Budget/Accounting Analyst III,Financial Services,Mass Customer,False,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,780,0.62,26,30.0
Therese,Brotherhood,Female,30,1981-07-28,Food Chemist,Health,Mass Customer,False,No,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.62,41,40.0
Pansie,Beccero,Female,35,1964-07-07,Software Test Engineer I,Financial Services,Affluent Customer,False,Yes,10,315 Hudson Road,4818,QLD,Australia,5,782,0.62,58,60.0
Reinaldos,Simmig,Male,55,1955-01-15,Nurse Practicioner,Manufacturing,High Net Worth,False,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.62,68,70.0
Calhoun,Mussington,Male,98,1992-10-13,Dental Hygienist,Health,Mass Customer,False,No,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.62,30,30.0
Winn,Wells,Male,66,1994-04-12,Analyst Programmer,Manufacturing,Affluent Customer,False,No,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62,28,30.0
Rafi,Brettelle,Male,89,1956-08-12,Operator,Health,High Net Worth,False,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.62,66,70.0
Fey,,Female,48,1957-09-04,Research Nurse,Health,High Net Worth,False,Yes,11,77 Paget Park,3147,VIC,Australia,12,786,0.62,65,60.0
Verne,Loalday,Male,1,1982-03-20,Marketing Assistant,IT,High Net Worth,False,No,7,598 Memorial Place,2082,NSW,Australia,10,788,0.61,40,40.0
Eleonora,Wiszniewski,Female,49,1980-04-23,Financial Advisor,Financial Services,Affluent Customer,False,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.61,42,40.0
Fayre,Brannigan,Female,32,1992-10-13,Geological Engineer,Manufacturing,Mass Customer,False,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.61,30,30.0
Eachelle,Noirel,Female,93,1974-01-26,Registered Nurse,Health,Affluent Customer,False,Yes,11,80 Schiller Center,2292,NSW,Australia,6,791,0.61,49,50.0
Carl,Troyes,Male,4,1973-03-12,Associate Professor,Property,Mass Customer,False,No,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.61,49,50.0
Cordie,Brankley,Female,79,1954-09-21,Librarian,Entertainment,High Net Worth,False,No,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.61,68,70.0
Jackie,Pays,Male,21,1955-11-09,Developer I,Health,Mass Customer,False,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.61,67,70.0
Carroll,Schlagman,Female,61,1951-08-25,Clinical Specialist,Health,Affluent Customer,False,No,13,15 Fisk Road,2099,NSW,Australia,9,795,0.6,71,70.0
Frans,Idale,Male,1,1969-10-03,Nurse,Manufacturing,Mass Customer,False,No,10,96 Hermina Place,4350,QLD,Australia,2,795,0.6,53,50.0
Amara,Clow,Female,47,1966-11-17,Biostatistician IV,Financial Services,Mass Customer,False,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6,56,60.0
Anthony,Morison,Male,7,1938-06-08,General Manager,Health,Mass Customer,False,No,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6,84,80.0
Cherye,Stanfield,Female,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,False,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6,41,40.0
Ansell,Tolhurst,Male,77,1949-08-11,Chemical Engineer,Manufacturing,Affluent Customer,False,No,22,13 Montana Place,2232,NSW,Australia,10,797,0.6,73,70.0
Erminie,Rabidge,Female,64,1982-03-09,Associate Professor,Manufacturing,High Net Worth,False,No,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.6,40,40.0
Rosene,Beckey,Female,25,1974-05-21,Account Executive,Health,Mass Customer,False,Yes,14,02463 Portage Center,2107,NSW,Australia,11,801,0.6,48,50.0
Darlleen,Shalcras,Female,77,1980-09-14,Health Coach I,Health,Mass Customer,False,No,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.6,42,40.0
Bryon,Goundry,Male,79,1951-02-05,Marketing Manager,Manufacturing,Mass Customer,False,No,21,005 Kensington Street,4165,QLD,Australia,5,804,0.6,72,70.0
Sherwin,Minocchi,Male,71,1947-07-13,Project Manager,Financial Services,Mass Customer,False,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,804,0.6,75,80.0
Luci,Dyter,Female,12,1952-05-30,Software Test Engineer I,Manufacturing,High Net Worth,False,No,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.6,70,70.0
Sloan,Pudney,Male,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,False,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.6,58,60.0
Otes,Elegood,Male,67,1940-11-25,Programmer III,Financial Services,High Net Worth,False,No,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.59,82,80.0
Davie,Blay,Male,94,1985-12-19,Financial Analyst,Financial Services,Mass Customer,False,No,8,7021 5th Alley,2770,NSW,Australia,7,808,0.59,37,40.0
Dorolice,Osmon,Female,46,1961-01-15,Associate Professor,Financial Services,Affluent Customer,False,No,15,602 Clove Center,3046,VIC,Australia,6,810,0.59,62,60.0
Meade,McReedy,Female,94,1968-11-23,Safety Technician IV,Financial Services,Affluent Customer,False,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.59,54,50.0
Rikki,Chaffey,Male,69,1945-06-11,Chemical Engineer,Manufacturing,Mass Customer,False,No,20,9 Spohn Way,4127,QLD,Australia,1,810,0.59,77,80.0
Adria,Van den Velde,Female,39,1978-07-10,Nuclear Power Engineer,Manufacturing,Affluent Customer,False,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.59,44,40.0
